A,D,M,Q,Y
0,2.0,2.346704806045625,1,0.0
1,6.0,9.371441614978853,2,1.0
1,-4.0,0.41633935055012605,1,0.0
0,1.0,5.870130385718628,2,0.0
1,2.0,5.27321445794446,1,1.0
0,4.0,2.603390971160756,2,0.0
1,1.0,4.153766620339928,1,1.0
1,9.0,10.30155841734103,2,1.0
1,1.0,3.711641628025072,1,0.0
0,-6.0,-3.8057023212829657,1,0.0
0,-2.0,-0.8921776507848096,1,0.0
1,1.0,5.259622684430537,2,1.0
1,2.0,5.497985721361648,2,1.0
0,-2.0,-0.59675184162324,1,0.0
0,2.0,3.128957197308508,2,0.0
0,2.0,0.6593343014579859,1,0.0
0,-1.0,-3.9814877725016857,1,0.0
1,-1.0,2.5193400871278273,1,0.0
0,1.0,2.8732294777406726,2,0.0
1,1.0,4.206648200661299,1,1.0
0,-1.0,-0.39629614675986125,1,0.0
1,10.0,9.088102076876094,2,1.0
0,8.0,4.997328953182423,2,1.0
0,10.0,5.563386141627674,2,1.0
1,2.0,4.717797749921656,1,1.0
0,-2.0,-0.3577996754267062,1,0.0
0,11.0,4.9156323292853195,2,1.0
0,-6.0,-3.9051883442118562,1,0.0
1,1.0,3.0,1,0.0
0,-3.0,-1.5823835325205782,1,0.0
0,-3.0,-2.384407642502645,1,0.0
0,7.0,8.511224303458604,2,1.0
1,3.0,7.926253150428583,2,1.0
1,11.0,13.01024391723645,2,1.0
0,1.0,0.5264985552835711,2,0.0
1,0.0,2.3296068070848035,1,0.0
0,-7.0,-2.138125579649348,1,0.0
1,-1.0,2.2189160736513713,1,0.0
0,0.0,0.0,1,0.0
1,1.0,5.168949836813226,1,1.0
1,0.0,2.118884704313994,1,0.0
1,4.0,6.6141488937344075,2,1.0
1,1.0,3.0,1,0.0
1,1.0,3.0,1,0.0
0,-6.0,-4.163696049534831,1,0.0
1,4.0,8.752366618526633,2,1.0
0,-2.0,-3.1329941068985585,1,0.0
1,1.0,3.0,1,0.0
1,0.0,1.2838657837910674,1,0.0
1,1.0,3.0,1,0.0
0,8.0,3.4655217585769176,2,1.0
1,1.0,4.038779549245104,1,1.0
1,5.0,10.184227889082193,2,1.0
0,6.0,2.9736290002940495,2,0.0
0,3.0,3.66576355261416,2,0.0
0,13.0,12.027547256658739,2,1.0
0,7.0,7.845092836905349,2,1.0
0,2.0,3.971428196520646,2,0.0
0,1.0,0.554915424387345,1,0.0
1,3.0,5.464523451848599,2,1.0
0,-1.0,-0.24606978304047475,1,0.0
0,-1.0,-1.1473310437417643,1,0.0
1,2.0,4.001815624316688,1,1.0
0,-8.0,-4.28624492138011,1,0.0
0,-3.0,-1.3427435485833152,1,0.0
1,3.0,6.9556000797199555,2,1.0
1,-4.0,0.6337533116330767,1,0.0
0,8.0,12.339369217965713,2,1.0
1,4.0,8.532016136357512,2,1.0
1,3.0,5.971832867090875,2,1.0
1,5.0,5.558939476934423,2,1.0
1,-1.0,1.5595227504994482,1,0.0
0,-1.0,-0.8280236989150215,1,0.0
0,5.0,4.648569843861305,2,0.0
0,-3.0,-0.872114211262378,1,0.0
1,2.0,4.314639978358567,1,1.0
1,-1.0,2.721284628241519,1,0.0
1,2.0,10.337216776902757,2,1.0
0,3.0,2.9898017325736848,2,0.0
1,-5.0,1.908265667990915,1,0.0
0,4.0,5.196611346127066,2,0.0
0,4.0,3.7665937967661467,2,0.0
1,1.0,3.212376431382974,1,0.0
0,-1.0,-0.37968940605105195,1,0.0
1,-3.0,1.035591809382071,1,0.0
1,5.0,5.845097072205374,2,1.0
1,-5.0,-4.1699419190437075,1,0.0
1,-1.0,1.3730178552640089,1,0.0
0,4.0,6.932507472266843,2,1.0
1,3.0,5.387924202088421,1,1.0
1,1.0,3.6657995769954286,1,0.0
1,5.0,6.039476986229763,2,1.0
1,6.0,4.535120721140389,2,1.0
1,4.0,3.4361850515229326,2,1.0
1,1.0,5.245231818334954,1,1.0
1,5.0,5.379557119335688,2,1.0
1,1.0,3.0,1,0.0
0,-2.0,-3.1757420894078288,1,0.0
1,-3.0,-1.6745551146469149,1,0.0
1,0.0,2.08743291226514,1,0.0
1,3.0,7.712076106111573,2,1.0
0,1.0,0.656846870645189,1,0.0
0,4.0,6.537225365816564,2,1.0
1,-1.0,0.6790694054316302,1,0.0
1,1.0,3.0,1,0.0
1,5.0,7.296822303361468,2,1.0
1,3.0,4.513136177567384,1,1.0
1,-2.0,1.0782871163995247,1,0.0
0,-3.0,-5.2363060394936864,1,0.0
1,-2.0,1.6338367069010056,1,0.0
1,3.0,6.404202801346456,2,1.0
1,-1.0,2.6159149615723676,1,0.0
1,3.0,3.492688074991425,1,1.0
1,12.0,13.032958427159109,2,1.0
0,-2.0,-1.1171970129045425,1,0.0
1,-2.0,1.4390816567594977,1,0.0
1,-1.0,0.9378940099839475,1,0.0
1,3.0,4.003644164031722,1,1.0
1,5.0,7.3553715193928895,2,1.0
0,0.0,1.1826149522167955,1,0.0
1,5.0,12.850367853479373,2,1.0
1,3.0,4.563164390953718,1,1.0
1,10.0,7.937741364382232,2,1.0
1,-2.0,0.6485574886615271,1,0.0
0,-2.0,-4.271835298405741,1,0.0
0,0.0,0.0,1,0.0
1,-8.0,-0.191070157921581,1,0.0
1,-2.0,1.832949957406926,1,0.0
1,13.0,6.033980833450531,2,1.0
0,1.0,2.1769781211266586,1,0.0
1,8.0,6.82164185106495,2,1.0
0,7.0,9.297038587697735,2,1.0
1,-2.0,0.8177896546631929,1,0.0
0,-3.0,-3.050772134287677,1,0.0
1,-2.0,0.006448571984168705,1,0.0
0,1.0,5.705021196535501,2,0.0
1,15.0,15.768837882291892,2,1.0
0,0.0,0.0,1,0.0
0,2.0,3.1970369462264627,2,0.0
1,0.0,2.012442834307985,1,0.0
0,1.0,0.821881808975784,1,0.0
0,3.0,1.2354239532965425,2,0.0
0,2.0,1.7050148736324031,1,0.0
1,-1.0,0.4914165759285338,1,0.0
1,9.0,9.137768736073099,2,1.0
1,4.0,6.25648126441178,2,1.0
0,-6.0,-4.074326764688749,1,0.0
1,1.0,5.234065209795213,1,1.0
0,-1.0,-0.1587711512097487,1,0.0
1,2.0,10.03600407086305,2,1.0
1,9.0,3.7784663606057065,2,1.0
0,1.0,0.9355149158954768,1,0.0
0,8.0,6.811986676430861,2,1.0
0,-7.0,-9.987657691489147,1,0.0
1,5.0,4.675786623194828,2,1.0
0,3.0,1.8452764087476679,2,0.0
0,-1.0,-1.0355374037027933,1,0.0
1,1.0,4.626897607370115,1,1.0
1,1.0,3.0,1,0.0
1,11.0,10.243638973524398,2,1.0
1,0.0,2.149886004694436,1,0.0
1,-1.0,2.2415719766653535,1,0.0
1,-4.0,-1.0988514156672862,1,0.0
0,8.0,6.334118081449286,2,1.0
0,-5.0,-4.0342393956553435,1,0.0
1,-15.0,-7.554957238570303,1,0.0
0,-3.0,-0.6360311499132806,1,0.0
1,-8.0,-2.401445132082266,1,0.0
1,-3.0,0.9790860556281058,1,0.0
1,-7.0,-5.104667541542602,1,0.0
1,6.0,6.415778219394538,2,1.0
0,1.0,1.723091880443969,1,0.0
1,1.0,3.0,1,0.0
1,-1.0,2.0755811895120657,1,0.0
1,5.0,3.5354090124268565,2,1.0
1,5.0,4.21560634427639,2,1.0
1,3.0,6.475790192710363,2,1.0
1,-1.0,2.8971414695311974,1,0.0
1,1.0,3.0,1,0.0
1,1.0,3.4723257369725675,1,0.0
1,-2.0,0.12898415878428482,1,0.0
0,6.0,5.512346700322789,2,1.0
1,8.0,5.07178532884112,2,1.0
0,6.0,5.903664120093003,2,1.0
1,0.0,2.875395871999072,1,0.0
1,-3.0,2.784037864030886,1,0.0
1,0.0,2.514292002456335,1,0.0
0,-6.0,-1.8821398700939622,1,0.0
1,3.0,5.365696788274662,1,1.0
1,3.0,3.2633603946277105,1,1.0
1,-4.0,1.3813671006371147,1,0.0
1,4.0,8.977037787704909,2,1.0
1,5.0,12.197447336051859,2,1.0
1,-2.0,-3.531386615840268,1,0.0
1,-8.0,2.320458165318733,1,0.0
1,4.0,5.137173635244184,2,1.0
1,-6.0,-3.010775244989512,1,0.0
1,4.0,4.808876132931316,2,1.0
1,1.0,3.0,1,0.0
1,-5.0,-0.7322728490103851,1,0.0
1,-1.0,1.4878105067752478,1,0.0
1,2.0,3.139707776634267,1,1.0
0,-2.0,-0.11578907347578796,1,0.0
1,3.0,4.506184344585605,1,1.0
1,2.0,3.2083084285813173,1,1.0
1,3.0,3.6000663232654317,1,1.0
1,-16.0,-9.533610938110058,1,0.0
0,5.0,4.111289119103346,2,0.0
1,6.0,7.358924276125077,2,1.0
1,10.0,9.826559356354121,2,1.0
1,2.0,5.7845608648820335,2,1.0
1,9.0,12.59393115765808,2,1.0
0,-1.0,-0.8035577439461463,1,0.0
1,-8.0,-5.2731942772258,1,0.0
0,-1.0,-1.068580588310623,1,0.0
0,6.0,0.708853636213057,2,0.0
0,-2.0,-2.1070370248197454,1,0.0
1,1.0,3.0,1,0.0
1,2.0,5.775792152345657,2,1.0
0,-3.0,-3.3780279078161684,1,0.0
1,1.0,3.0,1,0.0
0,2.0,3.804212053826274,2,0.0
0,-9.0,-9.906516277808997,1,0.0
1,-3.0,2.269234404508071,1,0.0
0,5.0,2.5371329568174485,2,0.0
0,1.0,0.3232607655846607,1,0.0
0,0.0,2.0304697501631135,2,0.0
1,-3.0,2.7377160783135506,1,0.0
0,0.0,0.16150691583630294,1,0.0
0,4.0,2.408258820989275,2,0.0
1,3.0,5.080412210678784,1,1.0
1,4.0,4.499815769084816,2,1.0
1,1.0,3.0,1,0.0
1,1.0,3.0,1,0.0
1,2.0,4.892459620486456,1,1.0
1,-12.0,-1.9796357195300773,1,0.0
0,0.0,0.0,1,0.0
1,1.0,4.078512570028942,1,1.0
1,7.0,7.367109738862613,2,1.0
1,4.0,5.849781449077088,2,1.0
1,1.0,3.0,1,0.0
1,-9.0,-2.7222029041882063,1,0.0
0,-2.0,-0.4579808577795008,1,0.0
0,11.0,8.549997668372988,2,1.0
1,3.0,4.373781967385892,1,1.0
0,0.0,0.5715686121000387,1,0.0
1,16.0,11.54515150790719,2,1.0
0,2.0,5.123443418268717,2,0.0
0,3.0,3.5879873832981484,2,0.0
0,4.0,5.246890587724881,2,0.0
1,11.0,6.175570096714427,2,1.0
1,1.0,8.330225489238703,2,1.0
0,-4.0,-2.9643623741021754,1,0.0
1,0.0,2.050422283727975,1,0.0
1,3.0,6.763203478222739,2,1.0
1,1.0,3.0,1,0.0
1,19.0,21.2874055867923,2,1.0
1,0.0,2.500841182413794,1,0.0
0,-8.0,-3.1135711828836308,1,0.0
1,1.0,3.477830669378168,1,0.0
1,3.0,9.045650355156877,2,1.0
1,2.0,6.193425494235726,2,1.0
0,0.0,0.6696277135910066,1,0.0
1,3.0,4.9985468294064965,1,1.0
1,-3.0,0.839354048919998,1,0.0
1,3.0,4.1928348664285675,1,1.0
0,7.0,1.7713323163747905,2,0.0
1,-6.0,-0.7486019414651386,1,0.0
1,0.0,1.3707273869879677,1,0.0
0,-1.0,-1.6594924191543818,1,0.0
1,1.0,3.4930298806659454,1,0.0
0,-3.0,-1.2448843727422156,1,0.0
1,-7.0,1.9763788823118964,1,0.0
0,17.0,1.1788474508825062,2,1.0
1,-6.0,-1.073436178380688,1,0.0
1,1.0,3.0,1,0.0
0,6.0,0.4369099220041108,2,0.0
1,0.0,2.1437388093423486,1,0.0
0,1.0,1.8319748389828954,1,0.0
1,-4.0,2.4890870607993336,1,0.0
0,-1.0,-1.6095309280978534,1,0.0
0,-3.0,-2.8517070835753344,1,0.0
0,0.0,0.0,1,0.0
0,-10.0,-3.8168803198944445,1,0.0
0,1.0,2.4240367652724712,2,0.0
0,-3.0,-2.0467928762531113,1,0.0
1,1.0,4.003754262607457,1,1.0
1,-1.0,-0.3711789461745951,1,0.0
1,-1.0,0.995499048918774,1,0.0
1,9.0,11.188618855538387,2,1.0
1,5.0,6.142433757081529,2,1.0
1,1.0,3.779933670260353,1,0.0
1,4.0,9.510894475010707,2,1.0
1,-8.0,-1.493755779331301,1,0.0
0,4.0,2.7393303634355166,2,0.0
1,1.0,3.3884492723353103,1,0.0
1,9.0,7.176889884263996,2,1.0
1,-1.0,2.3158284570975374,1,0.0
1,9.0,6.074784959279684,2,1.0
1,2.0,3.7096218593484416,1,1.0
1,3.0,7.281328689626967,2,1.0
1,3.0,5.379090111427853,1,1.0
1,6.0,9.117672351722494,2,1.0
0,-9.0,-2.1869874275766166,1,0.0
1,6.0,5.916005035858754,2,1.0
1,1.0,3.0,1,0.0
1,3.0,5.060799673456144,2,1.0
1,1.0,3.2766757174547134,1,0.0
1,0.0,2.342923064851072,1,0.0
1,3.0,3.8022673476993782,2,1.0
1,4.0,4.864149598189779,2,1.0
1,10.0,10.468073587705103,2,1.0
1,-7.0,1.015228429524292,1,0.0
0,2.0,1.373214866759136,1,0.0
1,1.0,3.0,1,0.0
1,5.0,4.338219018975959,2,1.0
0,6.0,2.846823120483042,2,0.0
1,3.0,5.374774385116428,2,1.0
1,-1.0,2.7221425628819036,1,0.0
0,-4.0,-2.686496165367213,1,0.0
0,0.0,1.1897532514105909,1,0.0
1,12.0,15.107103603823557,2,1.0
0,0.0,0.0,1,0.0
0,0.0,3.1864970237004715,2,0.0
0,-4.0,-3.003149829851119,1,0.0
1,-1.0,0.8072799909514576,1,0.0
0,0.0,0.31408544006851946,1,0.0
1,4.0,5.083109429365689,2,1.0
1,1.0,3.0,1,0.0
1,0.0,2.5653462466742614,1,0.0
1,1.0,3.0,1,0.0
0,4.0,0.9605620898595263,2,0.0
1,4.0,7.414446181785061,2,1.0
0,-7.0,-1.8343302216754758,1,0.0
0,9.0,7.405823329211258,2,1.0
0,-8.0,-5.222969714155769,1,0.0
1,1.0,3.0,1,0.0
1,5.0,5.678909356418438,2,1.0
0,1.0,0.08789007292292972,1,0.0
1,5.0,7.527307949521274,2,1.0
1,-3.0,0.4909935343241161,1,0.0
0,3.0,5.8473014463309445,2,0.0
1,-7.0,-1.0329039975817347,1,0.0
1,-7.0,-2.982868469233839,1,0.0
1,3.0,12.069857885800092,2,1.0
0,0.0,0.0,1,0.0
1,1.0,3.730001814173878,1,0.0
1,8.0,8.170771118093631,2,1.0
0,5.0,4.274596826955195,2,0.0
1,8.0,6.070404912655926,2,1.0
0,5.0,5.050010350733517,2,1.0
0,9.0,1.960197516920688,2,1.0
0,3.0,4.6494092803470135,2,0.0
1,-2.0,1.3591047524814097,1,0.0
1,1.0,3.0,1,0.0
0,2.0,1.8230525352453935,1,0.0
1,3.0,4.607906444423421,1,1.0
0,-12.0,-14.384694382819692,1,0.0
0,5.0,3.229628089089267,2,0.0
1,3.0,5.287372305620211,2,1.0
1,2.0,3.283087932392339,2,1.0
0,9.0,7.333139466712955,2,1.0
1,-10.0,-3.850848489533461,1,0.0
1,-2.0,2.2456266556711078,1,0.0
1,-9.0,-0.3158564258260448,1,0.0
1,3.0,4.332515547556242,1,1.0
1,16.0,15.337828714100596,2,1.0
1,6.0,5.638612764882144,2,1.0
1,3.0,5.200798391571869,1,1.0
1,11.0,13.221899695949318,2,1.0
0,3.0,1.9315532212313107,2,0.0
1,1.0,4.187235817665398,1,1.0
1,-5.0,-0.6484461770258818,1,0.0
1,6.0,9.110750201087432,2,1.0
1,2.0,4.985225279665259,1,1.0
0,4.0,3.3826725249163347,2,0.0
1,4.0,14.224580130808754,2,1.0
1,4.0,10.503987141638655,2,1.0
0,2.0,5.163331700805845,2,0.0
1,5.0,13.479174655644718,2,1.0
1,-3.0,-0.48491659047462843,1,0.0
0,0.0,0.9386278205570806,1,0.0
0,-5.0,-7.287771854769805,1,0.0
0,4.0,3.501285887946432,2,0.0
1,2.0,7.708203501168577,2,1.0
1,-10.0,-5.084587706882864,1,0.0
0,-2.0,-1.9102743745232384,1,0.0
1,11.0,4.8684913946873465,2,1.0
1,4.0,4.2336169833678925,2,1.0
1,1.0,3.0,1,0.0
0,-4.0,-0.7142089845701663,1,0.0
1,-19.0,-10.1648095286606,1,0.0
0,0.0,3.6468772835833216,2,0.0
0,8.0,8.049927470880231,2,1.0
0,0.0,0.0,1,0.0
1,4.0,4.845082707698611,2,1.0
0,0.0,0.7527515367404014,1,0.0
1,-6.0,0.906416219749977,1,0.0
0,5.0,2.233621573693819,2,0.0
1,3.0,5.907975785407323,2,1.0
0,-2.0,-0.8988594754488637,1,0.0
0,2.0,1.355196085304776,1,0.0
1,12.0,14.146543956180865,2,1.0
1,3.0,5.183534179653117,1,1.0
1,3.0,7.395773092826291,2,1.0
1,3.0,4.623671829268691,2,1.0
1,5.0,7.573976822422865,2,1.0
0,1.0,0.4848950592839728,1,0.0
1,-6.0,-1.1790521778183507,1,0.0
1,0.0,2.891814276893928,1,0.0
1,3.0,7.566240479983243,2,1.0
1,1.0,3.0,1,0.0
0,4.0,4.571254182980533,2,0.0
1,5.0,6.270960429151534,2,1.0
0,10.0,12.364915748521417,2,1.0
1,2.0,3.4889452733612183,1,1.0
0,3.0,0.15454303276450984,2,0.0
1,-2.0,1.7046738075780032,1,0.0
1,3.0,5.774198348731439,2,1.0
1,9.0,7.076885428150654,2,1.0
0,11.0,3.8669278104143676,2,1.0
0,-3.0,-1.961884443622542,1,0.0
1,9.0,5.614722888205263,2,1.0
0,4.0,5.789645140260357,2,0.0
0,2.0,0.5670052609648161,2,0.0
1,2.0,4.883092159829225,1,1.0
0,0.0,0.13304188231909944,1,0.0
0,-2.0,-1.1906426083582404,1,0.0
1,4.0,10.479625695709025,2,1.0
1,6.0,8.131945396882664,2,1.0
0,4.0,3.231226194699663,2,0.0
1,0.0,-0.1535257209656038,1,0.0
1,2.0,4.3085417395290815,2,1.0
1,-3.0,-3.4962658201814456,1,0.0
0,-1.0,-1.0223146779434071,1,0.0
0,-6.0,-4.440605439623279,1,0.0
1,1.0,3.0,1,0.0
0,6.0,5.821713791885856,2,1.0
0,4.0,4.534189516806433,2,0.0
1,9.0,6.314744626035562,2,1.0
1,7.0,5.626571632044499,2,1.0
0,0.0,0.9680948268324961,1,0.0
1,7.0,10.947532717460136,2,1.0
0,1.0,1.5752015631342065,1,0.0
0,2.0,1.209611180818984,1,0.0
0,10.0,4.029654749763106,2,1.0
0,1.0,0.8527037569210839,1,0.0
1,-1.0,2.7517404377234094,1,0.0
1,1.0,3.621664623019628,1,0.0
1,1.0,4.0917384346057135,1,1.0
1,9.0,9.485664014563358,2,1.0
1,-1.0,1.8867747280342457,1,0.0
1,5.0,8.082827471291463,2,1.0
0,-1.0,-0.0617241764272464,1,0.0
1,2.0,4.157597835189953,2,1.0
0,-7.0,-1.3674142729571184,1,0.0
1,2.0,3.3374772685185574,1,1.0
1,-11.0,-3.537569235033165,1,0.0
1,0.0,2.5584021430807917,1,0.0
0,-12.0,-6.017319974178096,1,0.0
1,-1.0,1.5932478015979825,1,0.0
1,1.0,7.706043729061786,2,1.0
0,0.0,4.708535224869622,2,0.0
1,-2.0,1.7097848535554192,1,0.0
0,8.0,5.725641797719976,2,1.0
1,-1.0,1.4414814614970448,1,0.0
1,0.0,1.8214508411722168,1,0.0
0,1.0,2.1377497851032152,1,0.0
0,-7.0,-0.4848394394623967,1,0.0
0,5.0,3.3618806205103753,2,0.0
0,-3.0,-0.990733642399208,1,0.0
1,4.0,8.692454401778214,2,1.0
0,-3.0,-1.1367679542285718,1,0.0
1,-12.0,-3.503097007805299,1,0.0
1,7.0,3.5792391616579344,2,1.0
1,0.0,-1.5360463053690987,1,0.0
0,5.0,1.8968175695437228,2,0.0
1,3.0,10.48528007783278,2,1.0
1,-1.0,2.5959011692448466,1,0.0
1,5.0,4.7267604990118075,2,1.0
0,-1.0,-0.722863828852075,1,0.0
0,1.0,2.1917069857950806,2,0.0
0,2.0,1.2321213277080023,1,0.0
1,7.0,12.423075140205471,2,1.0
1,-2.0,1.7040974612066078,1,0.0
0,1.0,2.7129432332075,2,0.0
1,4.0,5.180581669543649,2,1.0
1,11.0,7.180000422132327,2,1.0
1,7.0,9.051121030585616,2,1.0
1,-2.0,2.853406622891143,1,0.0
1,7.0,7.0382654482356815,2,1.0
0,7.0,5.692313309777156,2,1.0
0,0.0,0.0,1,0.0
0,3.0,1.4170265155364399,2,0.0
1,2.0,8.091862890324048,2,1.0
0,-7.0,-5.945202129823396,1,0.0
1,-3.0,1.0063516642620804,1,0.0
1,1.0,3.0,1,0.0
0,14.0,6.012409743068744,2,1.0
0,0.0,0.7471997120889657,1,0.0
1,2.0,6.729459514217906,2,1.0
0,0.0,0.0,1,0.0
0,4.0,3.844194082096741,2,0.0
0,-7.0,-5.2516985783092185,1,0.0
1,-4.0,-1.38488818067606,1,0.0
1,1.0,4.9510806778044225,1,1.0
0,-4.0,-4.565908811431175,1,0.0
0,-2.0,-2.164379167023747,1,0.0
1,5.0,8.681519278702456,2,1.0
0,5.0,11.257929015083729,2,1.0
1,5.0,8.010403060796644,2,1.0
0,9.0,3.2182674556973936,2,1.0
1,-4.0,-0.3326756332760734,1,0.0
0,0.0,1.6551414025728535,1,0.0
1,0.0,1.9770967723554123,1,0.0
0,4.0,9.153428299295165,2,1.0
1,2.0,3.115331299968699,1,1.0
1,-5.0,0.6252865090312913,1,0.0
0,4.0,5.802395668611623,2,1.0
0,7.0,3.279241676011209,2,1.0
0,-1.0,-0.353091280430426,1,0.0
0,5.0,0.7063327873560317,2,0.0
1,12.0,5.828547802637328,2,1.0
1,0.0,2.3248489191365174,1,0.0
0,3.0,3.5947832767147494,2,0.0
1,-7.0,-6.274400608976984,1,0.0
0,-3.0,-3.548422422235448,1,0.0
0,8.0,8.297995301675012,2,1.0
1,-2.0,-6.509609814808632,1,0.0
1,-1.0,1.7763631514931284,1,0.0
1,3.0,6.190891661629875,2,1.0
1,1.0,3.623572141452312,1,0.0
0,3.0,2.2579010660613528,2,0.0
1,4.0,8.96423594182275,2,1.0
1,5.0,3.7313701754189923,2,1.0
1,11.0,5.3308848451728235,2,1.0
1,1.0,3.0,1,0.0
1,5.0,5.795808337086976,2,1.0
1,8.0,11.516967823098565,2,1.0
1,2.0,4.286939373202803,1,1.0
1,-2.0,2.5760556171973787,1,0.0
0,3.0,0.7746460531904391,2,0.0
1,2.0,4.417519098633322,1,1.0
0,-2.0,-1.325449323616919,1,0.0
1,6.0,7.077759500851209,2,1.0
1,-2.0,-5.783412521058194,1,0.0
0,-5.0,-7.125827813746882,1,0.0
0,-2.0,-1.137479055641504,1,0.0
0,-6.0,-4.8091096557911746,1,0.0
0,8.0,7.892202069437318,2,1.0
1,6.0,8.104055671684602,2,1.0
1,0.0,1.9810837295800676,1,0.0
1,3.0,5.84665521135463,2,1.0
1,-1.0,-2.505620136079135,1,0.0
1,-2.0,1.3943938048546616,1,0.0
0,4.0,4.73663045544124,2,0.0
1,4.0,7.469794068046493,2,1.0
1,-3.0,0.6718705346806271,1,0.0
1,-9.0,1.3556246930109381,1,0.0
0,0.0,0.0,1,0.0
0,4.0,7.569169692684425,2,1.0
1,2.0,6.471088445003705,2,1.0
1,-3.0,-0.14972466602404255,1,0.0
1,-4.0,-1.1424383872878492,1,0.0
1,1.0,4.474955469124713,2,1.0
0,-1.0,-0.24546229786160226,1,0.0
1,-2.0,0.7936962334745652,1,0.0
0,-2.0,-0.08762360114800992,1,0.0
0,-1.0,-0.8580870532266271,1,0.0
1,1.0,3.0,1,0.0
1,-2.0,2.0533799639949875,1,0.0
0,0.0,1.8329297389912016,2,0.0
1,1.0,3.3648049815275924,1,0.0
1,5.0,5.591767121848511,2,1.0
1,1.0,3.0,1,0.0
0,1.0,1.8108394687531089,1,0.0
1,1.0,3.0,1,0.0
1,-16.0,-4.8830887427159695,1,0.0
0,5.0,4.011068239113665,2,0.0
0,10.0,10.68930042687984,2,1.0
1,-1.0,2.165914328702189,1,0.0
1,8.0,5.2014737896377,2,1.0
1,0.0,2.078942510578852,1,0.0
1,1.0,3.147584507430915,1,0.0
1,3.0,5.475449707466032,2,1.0
0,5.0,8.05840898870629,2,1.0
0,-8.0,-5.217751739790865,1,0.0
0,-6.0,-1.1147062801452463,1,0.0
1,-1.0,2.130106347013078,1,0.0
1,-1.0,2.0575874085055634,1,0.0
0,1.0,4.705986756559867,2,0.0
0,12.0,7.354805868790319,2,1.0
1,0.0,2.561157139931029,1,0.0
1,6.0,7.766413760939883,2,1.0
1,3.0,4.499702696327362,1,1.0
0,6.0,5.057158918602769,2,1.0
0,2.0,3.884522828303346,2,0.0
0,5.0,3.7366508592798384,2,0.0
