A,D,M,Q,Y
1.0,1.0,4.1353789197992485,2,1.0
1.0,3.0,4.304053848717268,2,1.0
1.0,1.0,3.811914229252669,1,0.0
1.0,1.0,3.3068571098565522,1,0.0
1.0,1.0,5.138981486285206,2,1.0
1.0,1.0,3.494891895727233,1,0.0
1.0,1.0,4.126091314672998,1,1.0
1.0,2.0,4.630963409841395,2,1.0
1.0,1.0,3.7871846051987226,1,0.0
1.0,1.0,3.6227798641988627,1,0.0
1.0,1.0,3.9655960238618393,1,1.0
1.0,1.0,3.9954817862957763,1,1.0
1.0,1.0,3.885385001486411,1,0.0
1.0,1.0,3.6236667132682134,1,0.0
1.0,3.0,3.2918479433861876,2,1.0
1.0,1.0,4.0670088823430515,1,1.0
1.0,1.0,3.9485696703925157,1,1.0
1.0,1.0,3.612639823940303,1,0.0
1.0,2.0,4.136951264890633,1,1.0
1.0,2.0,3.3590545568825334,1,1.0
1.0,2.0,3.3685088903971927,1,1.0
1.0,2.0,4.1517770036329065,1,1.0
1.0,1.0,3.860174122276514,1,0.0
1.0,1.0,3.6712075636947903,1,0.0
1.0,2.0,3.8183537359248056,1,1.0
1.0,2.0,5.051070376486933,2,1.0
1.0,1.0,3.050019620560289,1,0.0
1.0,2.0,4.145292901799005,1,1.0
1.0,1.0,5.200642164952937,2,1.0
1.0,2.0,3.9212893115051664,1,1.0
1.0,2.0,3.962331754399648,2,1.0
1.0,1.0,3.6332602499047515,1,0.0
1.0,2.0,3.616219319889806,2,1.0
1.0,1.0,3.9326849778772806,1,1.0
1.0,2.0,5.168824146653413,2,1.0
1.0,2.0,3.630551145554564,1,1.0
1.0,1.0,3.2753853752379323,1,0.0
1.0,1.0,3.6263180991708777,1,0.0
1.0,1.0,5.017352480883694,2,1.0
1.0,1.0,3.4400187578727284,2,0.0
1.0,1.0,3.5469231487888337,1,0.0
1.0,3.0,4.163148730569729,2,1.0
1.0,2.0,3.6092080061676612,1,1.0
1.0,2.0,4.127265320427949,1,1.0
1.0,2.0,3.9979550330444162,1,1.0
1.0,2.0,3.4119796492590613,2,1.0
1.0,2.0,3.5973917541313116,1,1.0
1.0,1.0,3.645069063791083,1,0.0
1.0,1.0,3.323904231921938,2,0.0
1.0,2.0,4.013225477800572,2,1.0
1.0,3.0,5.313695607677976,2,1.0
1.0,2.0,3.5663776925381825,1,1.0
1.0,1.0,3.1730518694056054,1,0.0
1.0,1.0,5.3866870466684755,2,1.0
1.0,2.0,3.693527764452482,1,1.0
1.0,1.0,3.4012350782924834,1,0.0
1.0,1.0,3.418490710865863,1,0.0
1.0,1.0,4.044784344584918,1,1.0
1.0,3.0,4.61692381493518,2,1.0
1.0,2.0,4.7353006194521905,2,1.0
1.0,2.0,4.128441324906587,2,1.0
1.0,2.0,3.5407436183003482,2,1.0
1.0,2.0,4.19167214764216,1,1.0
1.0,2.0,3.8821669073493625,1,1.0
1.0,2.0,3.7813122599759263,1,1.0
1.0,1.0,3.906556919655796,1,1.0
1.0,1.0,3.450405063079893,1,0.0
1.0,1.0,3.6271719751518634,1,0.0
1.0,3.0,4.182849786615803,2,1.0
1.0,1.0,3.3692035808698604,1,0.0
1.0,2.0,3.1523148263351173,1,1.0
1.0,1.0,4.123217495629435,1,1.0
1.0,1.0,3.551551296199618,2,0.0
1.0,2.0,3.0958318907577,1,1.0
1.0,1.0,3.589892684588494,1,0.0
1.0,2.0,4.029047657290041,1,1.0
1.0,1.0,3.7265475752448394,1,0.0
1.0,1.0,4.656186317392658,2,1.0
1.0,2.0,3.214041605001112,1,1.0
1.0,2.0,4.669679048066756,2,1.0
1.0,2.0,4.793842697812245,2,1.0
1.0,2.0,5.318307941804806,2,1.0
1.0,3.0,4.818616977596348,2,1.0
1.0,2.0,4.486192649931,2,1.0
1.0,3.0,4.560123363375944,2,1.0
1.0,1.0,4.187603051249051,1,1.0
1.0,2.0,4.952145048532483,2,1.0
1.0,2.0,4.1645618591344515,1,1.0
1.0,2.0,3.5578869385645753,1,1.0
1.0,1.0,3.84876130302313,1,0.0
1.0,1.0,3.2260778740781877,1,0.0
1.0,2.0,3.9664629572508714,1,1.0
1.0,1.0,4.460935124505328,2,1.0
1.0,1.0,4.185259673320755,1,1.0
1.0,3.0,4.0164595484568375,2,1.0
1.0,2.0,5.098488676142063,2,1.0
1.0,3.0,4.633019401166615,2,1.0
1.0,1.0,5.219004960188224,2,1.0
1.0,2.0,3.8914555028184923,1,1.0
1.0,1.0,3.9466537964940986,1,1.0
1.0,2.0,5.156512086708625,2,1.0
1.0,2.0,3.754222675170373,1,1.0
1.0,2.0,3.404692323002767,1,1.0
1.0,1.0,3.056190486428381,1,0.0
1.0,2.0,5.137128083644718,2,1.0
1.0,1.0,4.796820010073425,2,1.0
1.0,2.0,4.0314336007080165,1,1.0
1.0,1.0,3.651793154652853,2,0.0
1.0,3.0,4.67021928995573,2,1.0
1.0,2.0,4.1068833082917715,1,1.0
1.0,2.0,3.413868578804971,1,1.0
1.0,2.0,4.097675518796646,1,1.0
1.0,3.0,5.379391941634115,2,1.0
1.0,2.0,3.8462542854678983,1,1.0
1.0,1.0,3.586218763757657,1,0.0
1.0,3.0,4.1453217273542045,2,1.0
1.0,1.0,4.093157697160791,1,1.0
1.0,1.0,4.083205230140061,1,1.0
1.0,1.0,5.305547104983697,2,1.0
1.0,3.0,4.095362406773491,2,1.0
1.0,2.0,5.206866484689995,2,1.0
1.0,2.0,3.1955560463193455,1,1.0
1.0,2.0,5.066352783373043,2,1.0
1.0,1.0,3.851967767531349,1,0.0
1.0,2.0,3.521176351598939,1,1.0
1.0,1.0,3.4228688701109546,1,0.0
1.0,1.0,3.1967436991192755,1,0.0
1.0,2.0,3.979399343904398,2,1.0
1.0,2.0,3.9140878282560743,1,1.0
1.0,2.0,3.6445448120514063,2,1.0
1.0,1.0,3.618527113998742,1,0.0
1.0,1.0,4.093568663999051,1,1.0
1.0,2.0,4.563473339171092,2,1.0
1.0,1.0,3.5903161775917516,1,0.0
1.0,2.0,3.763399398321776,1,1.0
1.0,1.0,4.049832086216298,1,1.0
1.0,1.0,3.873340943545726,1,0.0
1.0,1.0,5.273421388605831,2,1.0
1.0,2.0,3.4080105828174414,1,1.0
1.0,1.0,4.005752202500929,1,1.0
1.0,3.0,4.2152849537248525,2,1.0
1.0,2.0,3.9987983307196293,1,1.0
1.0,1.0,3.7134544310164683,1,0.0
1.0,1.0,3.134753684727468,1,0.0
1.0,2.0,3.714827527276749,1,1.0
1.0,2.0,4.9828953133947245,2,1.0
1.0,1.0,3.2166900096137425,1,0.0
1.0,2.0,5.197291295298098,2,1.0
1.0,1.0,3.857401556866942,1,0.0
1.0,2.0,5.372849300753005,2,1.0
1.0,1.0,3.1095497726203254,1,0.0
1.0,1.0,3.5383094568480344,1,0.0
1.0,1.0,4.046147383759919,1,1.0
1.0,2.0,3.676800799452903,1,1.0
1.0,1.0,3.3908151168392546,1,0.0
1.0,2.0,4.426250780035198,2,1.0
1.0,2.0,3.6640618987973057,1,1.0
1.0,2.0,4.67513001556352,2,1.0
1.0,3.0,3.5861422310244553,2,1.0
1.0,1.0,3.3728491236815015,1,0.0
1.0,1.0,3.902608295668444,1,1.0
1.0,1.0,3.982598525568286,1,1.0
1.0,3.0,3.4496689315819755,2,1.0
1.0,2.0,3.6534248613623026,2,1.0
1.0,1.0,4.014713923081742,1,1.0
1.0,3.0,3.161570399276887,2,1.0
1.0,1.0,3.7850872563803377,1,0.0
1.0,1.0,4.071917980560238,1,1.0
1.0,2.0,4.319852023227649,2,1.0
1.0,2.0,3.907648067838818,1,1.0
1.0,2.0,3.245918307354474,1,1.0
1.0,2.0,5.1230721176161085,2,1.0
1.0,2.0,4.395070499582864,2,1.0
1.0,1.0,4.044937232636222,1,1.0
1.0,2.0,3.949524126225069,1,1.0
1.0,2.0,3.92544277951695,1,1.0
1.0,2.0,4.789789090085047,2,1.0
1.0,3.0,4.838116517025491,2,1.0
1.0,1.0,3.9091827834348174,1,1.0
1.0,2.0,5.307600289557187,2,1.0
1.0,2.0,3.758779099493186,1,1.0
1.0,2.0,5.164659532234625,2,1.0
1.0,1.0,3.3553205707407905,2,0.0
1.0,1.0,3.7857082058133225,1,0.0
1.0,1.0,3.616418452351181,1,0.0
1.0,2.0,3.9345467738783007,1,1.0
1.0,2.0,5.346086958151207,2,1.0
1.0,1.0,3.3569158491655973,1,0.0
1.0,2.0,4.121259058964038,1,1.0
1.0,1.0,3.0700891928551357,1,0.0
1.0,2.0,4.657067779627289,2,1.0
1.0,1.0,4.140550696481464,1,1.0
1.0,1.0,3.3168587349778975,1,0.0
1.0,1.0,3.721983027981238,1,0.0
1.0,2.0,4.038615880356293,1,1.0
1.0,2.0,4.015125640079628,1,1.0
1.0,1.0,3.4659641715717098,1,0.0
1.0,3.0,4.096917910762497,2,1.0
1.0,1.0,3.081121817238941,1,0.0
1.0,1.0,3.68596396708902,1,0.0
1.0,1.0,3.8500151718890208,1,0.0
1.0,2.0,5.054517047718183,2,1.0
1.0,3.0,3.214529591844457,2,1.0
1.0,3.0,4.855004628365963,2,1.0
1.0,2.0,3.5401933890242194,1,1.0
1.0,1.0,4.159541237081514,1,1.0
1.0,1.0,3.2228335643795303,1,0.0
1.0,2.0,4.008462432571736,1,1.0
1.0,2.0,5.142754427617328,2,1.0
1.0,2.0,5.331695321144412,2,1.0
1.0,3.0,3.4386241694280812,2,1.0
1.0,2.0,3.75231609546548,1,1.0
1.0,2.0,3.835316531745632,1,1.0
1.0,1.0,3.3248491293712847,1,0.0
1.0,2.0,4.1268655024221275,1,1.0
1.0,2.0,3.136206259407273,1,1.0
1.0,2.0,3.3886278150933316,1,1.0
1.0,1.0,3.512407500142211,1,0.0
1.0,3.0,5.070111461274245,2,1.0
1.0,2.0,4.118110384533855,2,1.0
1.0,2.0,3.087574743212872,1,1.0
1.0,1.0,3.9638344711537914,1,1.0
1.0,2.0,4.208304213194449,2,1.0
1.0,1.0,3.170932554419418,1,0.0
1.0,2.0,3.6821343117504504,2,1.0
1.0,2.0,3.5778473121624095,1,1.0
1.0,1.0,4.044371810396639,1,1.0
1.0,1.0,3.053402966438396,1,0.0
1.0,2.0,3.4013466027681414,1,1.0
1.0,2.0,3.91102055233779,1,1.0
1.0,2.0,3.1515478597916053,1,1.0
1.0,1.0,3.7623488843483472,1,0.0
1.0,2.0,3.3186349317636075,1,1.0
1.0,2.0,3.566987167731504,1,1.0
1.0,3.0,4.1213993308314905,2,1.0
1.0,2.0,3.6764955861897843,2,1.0
1.0,2.0,5.253305410178262,2,1.0
1.0,1.0,4.156258923247213,2,1.0
1.0,3.0,3.160756138439075,2,1.0
1.0,1.0,4.143790903506019,1,1.0
1.0,1.0,3.8018686764499963,1,0.0
1.0,2.0,3.8842148616656624,1,1.0
1.0,3.0,5.255416193616025,2,1.0
1.0,1.0,3.6684863836418335,1,0.0
1.0,1.0,4.001226805064089,1,1.0
1.0,2.0,5.081591766481756,2,1.0
1.0,1.0,3.969657922658288,1,1.0
1.0,1.0,3.834180737242871,1,0.0
1.0,3.0,3.5981850616170092,2,1.0
1.0,1.0,4.095181798217022,1,1.0
1.0,1.0,3.491572224641268,1,0.0
1.0,3.0,4.401680128415375,2,1.0
1.0,2.0,3.8132502961726824,1,1.0
1.0,3.0,4.73527744441718,2,1.0
1.0,2.0,4.031481467896917,1,1.0
1.0,1.0,4.026366293020062,1,1.0
1.0,3.0,5.133863423221014,2,1.0
1.0,1.0,3.864881646733875,1,0.0
1.0,2.0,4.680050512727981,2,1.0
1.0,1.0,3.8425172373818137,1,0.0
1.0,1.0,4.007797009069213,1,1.0
1.0,1.0,3.541729121758266,1,0.0
1.0,2.0,4.157204426580273,1,1.0
1.0,2.0,4.193507327184162,1,1.0
1.0,2.0,3.9910289626961646,1,1.0
1.0,3.0,5.037589426594568,2,1.0
1.0,2.0,3.860568270809784,2,1.0
1.0,1.0,3.554529179722077,1,0.0
1.0,2.0,4.09536862118046,1,1.0
1.0,1.0,3.3810727816136996,1,0.0
1.0,2.0,4.682776418340666,2,1.0
1.0,1.0,3.8934366301374825,1,0.0
1.0,2.0,3.096786645464677,1,1.0
1.0,3.0,5.300662556684303,2,1.0
1.0,2.0,4.082627929141343,2,1.0
1.0,2.0,5.0513481838839205,2,1.0
1.0,1.0,4.880331161820502,2,1.0
1.0,2.0,3.2508289278795517,2,1.0
1.0,3.0,4.037892326926219,2,1.0
1.0,1.0,3.4549896978021595,1,0.0
1.0,1.0,3.261829883698465,1,0.0
1.0,3.0,4.380765223327294,2,1.0
1.0,2.0,3.7369263086996583,1,1.0
1.0,2.0,5.3542517497539475,2,1.0
1.0,1.0,3.424595334353026,1,0.0
1.0,1.0,3.5305246164930586,1,0.0
1.0,1.0,4.0198170616881885,1,1.0
1.0,2.0,4.921722505736367,2,1.0
1.0,2.0,5.000526666990108,2,1.0
1.0,2.0,3.6041979656213483,1,1.0
1.0,2.0,4.15221007001692,1,1.0
1.0,1.0,3.6151572238812784,1,0.0
1.0,1.0,3.381829476173074,1,0.0
1.0,3.0,4.750609155408098,2,1.0
1.0,1.0,3.3762277358948136,1,0.0
1.0,2.0,3.49662305724052,1,1.0
1.0,1.0,3.6298428810231074,1,0.0
1.0,1.0,3.9292094571192764,1,1.0
1.0,2.0,4.144105441918422,1,1.0
1.0,2.0,3.9390173657655447,1,1.0
1.0,2.0,4.069470122145825,2,1.0
1.0,1.0,4.153904627562586,1,1.0
1.0,1.0,3.5791406253244373,1,0.0
1.0,3.0,5.1197625152654105,2,1.0
1.0,1.0,3.4257646908174575,1,0.0
1.0,1.0,4.166912888988436,1,1.0
1.0,2.0,3.053348454682325,1,1.0
1.0,1.0,3.649466864507827,1,0.0
1.0,1.0,4.047519258298997,1,1.0
1.0,1.0,3.3602662050745473,1,0.0
1.0,1.0,4.141384225196254,1,1.0
1.0,3.0,5.235821253504167,2,1.0
1.0,1.0,4.022224617811389,1,1.0
1.0,1.0,3.3754864450925948,1,0.0
1.0,1.0,3.449311064342732,1,0.0
1.0,2.0,3.044713438991147,1,1.0
1.0,1.0,4.216494390279071,2,1.0
1.0,3.0,4.353784425798972,2,1.0
1.0,2.0,4.198671871615882,1,1.0
1.0,2.0,4.7365921174828856,2,1.0
1.0,2.0,3.8416923207192437,1,1.0
1.0,2.0,4.821487988846599,2,1.0
1.0,1.0,3.323341271339044,1,0.0
1.0,1.0,3.710016628043271,2,0.0
1.0,1.0,3.627993719866218,1,0.0
1.0,3.0,3.636988329673757,2,1.0
1.0,1.0,3.8035044613313156,1,0.0
1.0,3.0,3.3438440708357424,2,1.0
1.0,1.0,3.990885611584492,1,1.0
1.0,1.0,5.156051422734171,2,1.0
1.0,2.0,3.056128455629449,1,1.0
1.0,1.0,3.3262415957405826,2,0.0
1.0,2.0,4.053464267274877,1,1.0
1.0,2.0,4.060383802943534,2,1.0
1.0,1.0,3.1725783803969527,1,0.0
1.0,1.0,3.6737934193462793,1,0.0
1.0,2.0,4.024226631613375,2,1.0
1.0,3.0,4.687115777894839,2,1.0
1.0,2.0,4.157548673493237,2,1.0
1.0,1.0,3.979165773268348,1,1.0
1.0,2.0,4.000032632822654,1,1.0
1.0,1.0,3.967959603251113,1,1.0
1.0,1.0,4.570249587212714,2,1.0
1.0,2.0,3.4260338405390325,2,1.0
1.0,2.0,3.61796238779784,2,1.0
1.0,1.0,3.3502402097733723,1,0.0
1.0,1.0,3.8384304647876584,1,0.0
1.0,1.0,3.691084591035771,1,0.0
1.0,3.0,4.158498429270986,2,1.0
1.0,2.0,4.041583186129078,1,1.0
1.0,1.0,4.683109619982755,2,1.0
1.0,1.0,4.064053410576155,1,1.0
1.0,1.0,3.3198033498984074,1,0.0
1.0,1.0,3.4524336412868326,1,0.0
1.0,3.0,4.010692687002128,2,1.0
1.0,2.0,4.01488619051277,1,1.0
1.0,1.0,3.6258938026047227,1,0.0
1.0,1.0,4.167286179116089,1,1.0
1.0,2.0,5.201817901960741,2,1.0
1.0,2.0,3.8971956476301894,2,1.0
1.0,1.0,3.0762498250610646,1,0.0
1.0,3.0,3.98543765238634,2,1.0
1.0,1.0,3.562103887511076,1,0.0
1.0,2.0,3.9348344933031214,1,1.0
1.0,1.0,3.4494937797652447,2,0.0
1.0,1.0,3.358610076602356,1,0.0
1.0,1.0,5.112302390867912,2,1.0
1.0,1.0,3.9455982529993516,1,1.0
1.0,1.0,4.978429973734681,2,1.0
1.0,1.0,3.7941521334825787,1,0.0
1.0,2.0,3.6820803069139174,1,1.0
1.0,3.0,4.55908556389328,2,1.0
1.0,1.0,3.901076671294181,1,1.0
1.0,2.0,4.023758596211129,1,1.0
1.0,2.0,4.017488922566931,2,1.0
1.0,3.0,4.491269260498889,2,1.0
1.0,3.0,4.995084044566677,2,1.0
1.0,3.0,5.055598199414198,2,1.0
1.0,2.0,4.693107934239624,2,1.0
1.0,1.0,5.217022313119987,2,1.0
1.0,1.0,3.6856131365500167,1,0.0
1.0,1.0,3.579404741017982,1,0.0
1.0,1.0,3.1965852921344373,1,0.0
1.0,1.0,3.202501251045798,1,0.0
1.0,1.0,3.3698357348170314,1,0.0
1.0,1.0,4.241697472277256,2,1.0
1.0,2.0,5.264961986548284,2,1.0
1.0,3.0,3.1278794004368122,2,1.0
1.0,2.0,3.106455129804071,2,1.0
1.0,2.0,3.665442197132405,1,1.0
1.0,1.0,3.9619287812100885,1,1.0
1.0,2.0,3.951592685558253,1,1.0
1.0,1.0,3.313724290621287,1,0.0
1.0,3.0,4.9614858597722815,2,1.0
1.0,3.0,3.278291875720713,2,1.0
1.0,2.0,3.8945199722680317,1,1.0
1.0,3.0,4.676126580527549,2,1.0
1.0,2.0,4.726804120559344,2,1.0
1.0,1.0,3.575226188433173,1,0.0
1.0,2.0,3.8235367135214107,1,1.0
1.0,3.0,3.7470306304377767,2,1.0
1.0,1.0,4.006107487594902,1,1.0
1.0,2.0,4.425463360670693,2,1.0
1.0,2.0,5.060307780294892,2,1.0
1.0,3.0,4.894500597262509,2,1.0
1.0,2.0,4.038978742579324,2,1.0
1.0,2.0,5.020348618980327,2,1.0
1.0,2.0,3.631885817689315,1,1.0
1.0,1.0,3.282312860111724,1,0.0
1.0,2.0,3.297834345690514,1,1.0
1.0,3.0,4.262103441044588,2,1.0
1.0,3.0,5.003112617571551,2,1.0
1.0,2.0,3.9809669115062345,1,1.0
1.0,1.0,3.764510278721677,1,0.0
1.0,3.0,3.3415276367094684,2,1.0
1.0,2.0,4.687049244991477,2,1.0
1.0,1.0,3.349505984736266,1,0.0
1.0,1.0,3.7533442232632144,1,0.0
1.0,1.0,3.866106348343302,1,0.0
1.0,3.0,4.918309749323692,2,1.0
1.0,3.0,3.136240726082955,2,1.0
1.0,1.0,3.481244654205878,1,0.0
1.0,3.0,4.989943944519839,2,1.0
1.0,1.0,4.053319224454041,1,1.0
1.0,2.0,4.059569523171155,1,1.0
1.0,3.0,4.869558595842568,2,1.0
1.0,3.0,4.045768097113023,2,1.0
1.0,2.0,3.9263795659107443,1,1.0
1.0,1.0,3.7430355078598843,1,0.0
1.0,3.0,4.3611288564786514,2,1.0
1.0,1.0,3.773263878280387,1,0.0
1.0,3.0,5.034267634382992,2,1.0
1.0,3.0,5.300452272429019,2,1.0
1.0,3.0,4.927358748096727,2,1.0
1.0,1.0,3.7338453649520393,1,0.0
1.0,1.0,3.6539727039735768,1,0.0
1.0,1.0,3.154965736512508,1,0.0
1.0,2.0,4.915586364992294,2,1.0
1.0,1.0,3.599622117560047,1,0.0
1.0,1.0,5.309407524039296,2,1.0
1.0,2.0,3.5495773962277037,2,1.0
1.0,3.0,4.038046480761821,2,1.0
1.0,1.0,3.961281853290795,1,1.0
1.0,3.0,5.144528305219582,2,1.0
1.0,1.0,3.355471355004719,1,0.0
1.0,2.0,5.312343772563984,2,1.0
1.0,3.0,4.176839052630352,2,1.0
1.0,2.0,4.476410387663107,2,1.0
1.0,1.0,4.152646825785885,1,1.0
1.0,3.0,4.878006498549854,2,1.0
1.0,1.0,4.515846527962548,2,1.0
1.0,3.0,4.8406941125010565,2,1.0
1.0,1.0,4.038886891169243,1,1.0
1.0,1.0,3.134632834696763,1,0.0
1.0,1.0,3.734743286561313,1,0.0
1.0,2.0,3.441513366595867,2,1.0
1.0,2.0,3.226544052755781,2,1.0
1.0,1.0,5.060819280868181,2,1.0
1.0,2.0,3.6128635102362794,1,1.0
1.0,1.0,4.959712823136353,2,1.0
1.0,1.0,4.092954895353573,1,1.0
1.0,1.0,3.9095703427371964,1,1.0
1.0,2.0,3.544453846456068,1,1.0
1.0,2.0,3.7131796989434287,1,1.0
1.0,2.0,4.571890919866645,2,1.0
1.0,3.0,5.118733638467621,2,1.0
1.0,1.0,4.066879166415348,2,1.0
1.0,2.0,5.094159822602782,2,1.0
1.0,1.0,4.15453347619424,1,1.0
1.0,1.0,4.699973124742328,2,1.0
1.0,2.0,4.064814157596033,1,1.0
1.0,2.0,3.526336047909306,1,1.0
1.0,3.0,5.388195628724091,2,1.0
1.0,2.0,3.295334449702116,1,1.0
1.0,2.0,3.796291122852581,1,1.0
1.0,1.0,3.8837003710756033,1,0.0
1.0,1.0,3.1762307150812035,1,0.0
1.0,3.0,3.969694470372264,2,1.0
1.0,2.0,4.123345916585281,1,1.0
1.0,2.0,4.3208600797094245,2,1.0
1.0,2.0,3.2104430742605388,1,1.0
1.0,2.0,4.756009463134177,2,1.0
1.0,1.0,3.6360065011093528,1,0.0
1.0,2.0,3.8090648811051526,1,1.0
1.0,1.0,3.661574485048643,1,0.0
1.0,1.0,3.6513297678065175,1,0.0
1.0,1.0,3.4341718414947326,1,0.0
1.0,1.0,3.9471915480445268,1,1.0
1.0,1.0,3.389475321194734,2,0.0
1.0,2.0,3.813766799127048,2,1.0
1.0,1.0,3.2850610928698134,1,0.0
1.0,2.0,4.661573884242393,2,1.0
1.0,1.0,3.5360811849215907,1,0.0
1.0,2.0,3.1285089852280636,1,1.0
1.0,1.0,3.5835075238579104,1,0.0
1.0,1.0,3.881442208357503,1,0.0
1.0,2.0,4.324191635791022,2,1.0
1.0,2.0,3.918178083564693,1,1.0
1.0,2.0,3.798926472678643,2,1.0
1.0,1.0,3.9929127341031947,1,1.0
1.0,2.0,4.063662580660475,1,1.0
1.0,3.0,4.2033637478039765,2,1.0
1.0,2.0,4.199193141777734,1,1.0
1.0,1.0,3.4752576367093986,2,0.0
1.0,3.0,4.016964589858909,2,1.0
1.0,2.0,3.227808013029944,1,1.0
1.0,2.0,5.089266351542403,2,1.0
1.0,1.0,3.530504798711653,1,0.0
1.0,2.0,4.160543905585974,2,1.0
1.0,1.0,4.075164579460727,1,1.0
1.0,2.0,4.663739729041029,2,1.0
1.0,1.0,3.6312595736541815,1,0.0
1.0,3.0,5.078958623436119,2,1.0
1.0,1.0,3.4889361925265003,2,0.0
1.0,3.0,4.088747323366759,2,1.0
1.0,1.0,4.116764002010215,2,1.0
1.0,1.0,3.678478065806,1,0.0
1.0,2.0,5.214140288810459,2,1.0
1.0,1.0,5.255459389850665,2,1.0
1.0,1.0,3.5111658490997604,1,0.0
1.0,3.0,3.54278275531413,2,1.0
1.0,3.0,3.8968415941315113,2,1.0
1.0,1.0,4.028784310499522,1,1.0
1.0,1.0,3.593905612630161,1,0.0
1.0,2.0,3.9449268957631944,1,1.0
1.0,1.0,3.9983843536489725,2,1.0
1.0,1.0,3.6899267414119867,1,0.0
1.0,3.0,3.1207642774812996,2,1.0
1.0,2.0,4.117896795471549,1,1.0
1.0,3.0,4.936516900862873,2,1.0
1.0,2.0,3.939997956322082,1,1.0
1.0,1.0,3.776248650046044,1,0.0
1.0,1.0,3.916593669458802,1,1.0
1.0,1.0,3.5122188460079964,1,0.0
1.0,2.0,3.8383457245910386,1,1.0
1.0,2.0,5.087294272848984,2,1.0
1.0,2.0,4.4184219968736755,2,1.0
1.0,2.0,4.088818577576421,2,1.0
1.0,3.0,4.039405045463802,2,1.0
1.0,1.0,3.69472410396444,1,0.0
1.0,1.0,3.2152764328793793,1,0.0
1.0,2.0,3.9487050741526786,1,1.0
1.0,3.0,4.840262517184907,2,1.0
1.0,2.0,4.098288865615579,1,1.0
1.0,1.0,3.5209042575135165,1,0.0
1.0,3.0,5.33040273330244,2,1.0
1.0,2.0,4.779675715933685,2,1.0
1.0,2.0,3.5792816018854947,1,1.0
1.0,3.0,4.373805963487749,2,1.0
1.0,3.0,3.9395638577253993,2,1.0
1.0,1.0,3.5059383217370734,1,0.0
1.0,3.0,4.118571166953917,2,1.0
1.0,1.0,3.566251057145376,1,0.0
1.0,1.0,4.035536689500587,1,1.0
1.0,3.0,5.126939487577387,2,1.0
1.0,2.0,3.251807367664589,1,1.0
1.0,2.0,3.287420307254094,1,1.0
1.0,2.0,4.423511870405342,2,1.0
1.0,1.0,4.081123632610106,1,1.0
1.0,2.0,3.23588987741912,2,1.0
1.0,3.0,4.5060168249735035,2,1.0
1.0,2.0,5.104535652470092,2,1.0
1.0,1.0,5.294360726502621,2,1.0
1.0,1.0,3.222627031205656,1,0.0
1.0,3.0,4.302709734624015,2,1.0
1.0,2.0,4.909447181005458,2,1.0
1.0,1.0,4.000234486875678,1,1.0
1.0,1.0,3.3705581224898196,1,0.0
1.0,1.0,4.662880869022785,2,1.0
1.0,2.0,3.6358193299472514,1,1.0
1.0,1.0,4.069054238070982,1,1.0
1.0,1.0,3.497969760579493,2,0.0
1.0,1.0,3.757686607325539,1,0.0
1.0,1.0,3.06250419751278,1,0.0
